RecordID,Timestamp,Hostname,EventID,Provider,Level,Account,SourceIP,Process,CommandLine,FilePath,SHA256,Message,Mitre_Tactic,Mitre_Technique,Mitre_Technique_ID,Notes
952,2025-06-22 05:02:52,WIN-HOST-034,5156,Microsoft-Windows-Eventlog,Warning,krbtgt,132.88.82.107,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg2 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\4a7140d4.tmp,add5576052de75fb8246b4e90a847ed31fda3c52b52fa3b7448c69e2abd6d34e,Network scanning activity detected.,Discovery,Network Service Scanning,T1046,Port/protocol scanning pattern observed.
953,2025-08-01 03:57:14,WIN-HOST-020,3,Microsoft-Windows-Sysmon,Information,bob,13.159.248.61,C:\Windows\System32\mpssvc.dll,"C:\Windows\System32\mpssvc.dll -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\bob\AppData\Local\Temp\912fed1e.tmp,2db98293ec84de64cb0375e463b2f3271eb15a8403e2fcfe646effc4aceb2d88,Command executed via scripting engine.,Execution,PowerShell,T1059.001,Suspicious scripting activity; check base64 or obfuscation.
954,2025-08-31 01:57:25,WIN-HOST-005,7045,Service Control Manager,Information,alice,119.150.4.143,C:\Program Files\7-Zip\7z.exe,"C:\Program Files\7-Zip\7z.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\alice\AppData\Local\Temp\e0e74fc5.tmp,97b52a4ec21c2b6b281e3402a4a9e51b9f58b8d41fc97c77f07fd8853dd7b299,Command executed via scripting engine.,Execution,Command and Scripting Interpreter,T1059,Suspicious scripting activity; check base64 or obfuscation.
955,2025-08-05 23:53:30,WIN-HOST-046,4624,Microsoft-Windows-Security-Auditing,Information,bob,117.47.189.126,C:\Windows\System32\mpssvc.dll,"C:\Windows\System32\mpssvc.dll -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\bob\AppData\Local\Temp\323593a3.tmp,37c4784c0e0b6b23128918924921797131c9546836fd7d9fdcc3a6d96648a96a,Command executed via scripting engine.,Execution,Command and Scripting Interpreter,T1059,Suspicious scripting activity; check base64 or obfuscation.
956,2025-09-03 11:43:01,WIN-HOST-016,4688,Microsoft-Windows-Sysmon,Warning,john.doe,72.187.219.18,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg2 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\3b3c34f9.tmp,8536cc29639642af5a4adda75393d007fce797f49cccfbcd2fc1e4f6d9917bd8,Registry query or modification.,Discovery,Query Registry,T1012,Possible discovery of startup keys or persistence mechanisms.
957,2025-06-29 23:58:33,WIN-HOST-035,5145,Microsoft-Windows-Security-Auditing,Information,krbtgt,248.188.146.12,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg5 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\ca04f7dd.tmp,1f83552154f3b33eb1c02e296e5553d07f51eca6406b7779ff65465f6ece3dd1,Access to ADMIN$ share or C$ share.,Lateral Movement,Windows Admin Shares,T1021.002,Possible lateral movement using admin shares.
958,2025-08-08 10:22:50,WIN-HOST-010,4688,Microsoft-Windows-Security-Auditing,Information,svc_backup,173.73.224.114,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg3 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\cd1ae57f.tmp,fc09a899b7309eff533c05248794f109749bd12e9da3d7bb239794a25ac54807,A new process has been created.,Privilege Escalation,Valid Accounts,T1078,
959,2025-08-21 06:17:02,WIN-HOST-016,4657,Microsoft-Windows-Security-Auditing,Information,svc_sql,243.131.36.247,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg3 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\3fe6a180.tmp,6c5b49d3fe991e152c20c58e02e364b1e2f30cac85458b22af6f3402729bbd39,Registry query or modification.,Discovery,Query Registry,T1012,Possible discovery of startup keys or persistence mechanisms.
960,2025-09-09 23:48:58,WIN-HOST-059,4624,Microsoft-Windows-Security-Auditing,Information,IIS_APPPOOL\DefaultAppPool,244.136.22.113,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg6 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\05e5d205.tmp,50826e8e9970e8024f37e1f23aa303eb59d1335dae6e0d8f987357b9aff7531c,An account was successfully logged on.,Exfiltration,Exfiltration Over C2 Channel,T1041,
961,2025-08-16 21:05:12,WIN-HOST-006,1,Microsoft-Windows-Security-Auditing,Information,IIS_APPPOOL\DefaultAppPool,145.180.94.6,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg1 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\4098feba.tmp,0b783242f6432b11cf615d795f7f8a35e96ac0917f9afb1f59be48a011bc1a52,Scheduled task created or executed.,Persistence,Scheduled Task/Job,T1053,Persistence via scheduled task.
962,2025-08-17 11:39:52,WIN-HOST-008,4688,Microsoft-Windows-Eventlog,Warning,Administrator,97.162.214.18,C:\Windows\System32\rundll32.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg3 /c ""do_something""",C:\Users\Administrator\AppData\Local\Temp\e315efcc.tmp,300af4703b37bef07ed8c7053747bf6b49b7228ea2e6ad28a8c5c1affbb36786,Attempt to read LSASS memory process or dump credentials detected.,Credential Access,Credential Dumping,T1003,Possible Mimikatz-like activity: access to lsass.exe memory.
963,2025-07-05 00:25:56,WIN-HOST-052,7045,Service Control Manager,Information,Administrator,218.51.86.44,C:\Windows\System32\sc.exe,"""C:\Windows\System32\svchost.exe"" -arg4 /c ""do_something""",C:\Users\Administrator\AppData\Local\Temp\b665b143.tmp,5f5b5cd362692a044bacc5b244950c3b47a51f752c0db04d9ee5c91fc820458b,Service installation detected.,Persistence,Create or Modify System Process,T1543,Service created - could be persistence.
964,2025-08-09 19:03:21,WIN-HOST-037,11,Microsoft-Windows-Sysmon,Error,IIS_APPPOOL\DefaultAppPool,30.223.197.158,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg4 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\995ae31d.tmp,1ea2113c6ee83eac807806685a89cb587777a3781b66d3c38bbbd676af022644,File created.,Lateral Movement,Remote Services,T1021,
965,2025-07-01 13:46:05,WIN-HOST-040,3,Microsoft-Windows-Sysmon,Information,IIS_APPPOOL\DefaultAppPool,51.42.195.90,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg4 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\ea4a37f4.tmp,2887b1f9b74a57307240a02f2204f3ef8a180acf51e28696ec5dca93b9b20add,Network Connection detected.,Discovery,System Network Connections Discovery,T1049,
966,2025-08-22 19:06:17,WIN-HOST-073,4672,Microsoft-Windows-Security-Auditing,Information,krbtgt,47.181.4.1,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg4 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\fe1944c6.tmp,b8c05ba526b5af40214e101c40fd7d337fa4e244a247bddcf141907dbd7d43ed,Mass deletion of files detected.,Impact,Data Destruction,T1485,Data destruction activity suspected.
967,2025-09-13 22:28:46,WIN-HOST-066,4625,Microsoft-Windows-Security-Auditing,Warning,john.doe,173.43.44.130,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg6 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\0f6c1201.tmp,567cec53b232681ce4bd64d2907054e4660928e49c583d94a8b2c8cf0898e93a,Mass deletion of files detected.,Impact,Data Destruction,T1485,Data destruction activity suspected.
968,2025-09-02 19:22:07,WIN-HOST-064,3,Microsoft-Windows-Sysmon,Information,bob,21.127.16.139,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg4 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\08a9ea98.tmp,a25e860265e140b18f4ae37b72249ecd74cb9e3a7d2e97fe96eb659fa1b970cf,Network Connection detected.,Discovery,System Network Connections Discovery,T1049,
969,2025-06-21 18:45:36,WIN-HOST-062,1102,Microsoft-Windows-Security-Auditing,Warning,svc_updater,251.243.161.6,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg3 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\91aacee7.tmp,a5f3b76fb03a3e1f3eb8fdc3642915ec31230f6af500df8a0bd3950c5f3f754b,File encryption/ransomware activity observed (file renames & extensions).,Impact,Ransomware,T1486,Mass file modifications and suspicious file extensions.
970,2025-08-07 08:01:11,WIN-HOST-038,4663,Microsoft-Windows-Security-Auditing,Information,krbtgt,141.13.246.246,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg1 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\cbb3b654.tmp,7618dc864fff2c5e2299012d301320b4170abbb40cc38b451cd842dff8649675,An attempt was made to access an object.,Credential Access,Input Capture: Keylogging,T1056.001,
971,2025-09-07 09:54:21,WIN-HOST-066,11,Microsoft-Windows-Security-Auditing,Information,svc_sql,24.48.32.130,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg6 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\0f6450a6.tmp,7ec3538ad164a74b9689641c45433877c46d8335f3a750c7b64fdd4e745054e0,File encryption/ransomware activity observed (file renames & extensions).,Impact,Ransomware,T1486,Mass file modifications and suspicious file extensions.
972,2025-08-24 06:17:17,WIN-HOST-046,7,Microsoft-Windows-Sysmon,Warning,svc_updater,4.42.47.100,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg6 /c ""do_something""",C:\Users\svc_updater\AppData\Local\Temp\95a55fae.tmp,df52035827a982db5a19e91bc2b47c8445f84dad885f837ab01a15db6447c1fe,Image loaded (DLL).,Impact,System Shutdown/Reboot,T1529,
973,2025-08-31 10:19:13,WIN-HOST-024,4672,Microsoft-Windows-Security-Auditing,Information,svc_sql,21.82.135.199,C:\Windows\System32\svchost.exe,"""C:\Windows\System32\svchost.exe"" -arg6 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\a71b3dd9.tmp,4168b64540b6d81ce24d12133feda9d1768cd08b794f5b9f986b5dc183f095ea,Special privileges assigned to new logon.,Privilege Escalation,Valid Accounts,T1078,
974,2025-08-18 09:09:33,WIN-HOST-076,1102,Microsoft-Windows-Eventlog,Warning,alice,67.219.234.66,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg2 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\9d796dd2.tmp,1d8ec19d375539a7be31bb25e8a17f0415f6d651ea8a7c0ae706303805123206,The audit log was cleared.,Persistence,Boot or Logon Autostart Execution,T1547,
975,2025-08-30 21:25:20,WIN-HOST-011,7045,Service Control Manager,Information,krbtgt,27.56.124.114,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg1 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\fc0f817c.tmp,06d85b394853b604fb26f0a84da9d70d18666afb02ae665bd337a7fc1d71c49b,A service was installed in the system.,Collection,Input Capture,T1056,
976,2025-08-10 12:26:40,WIN-HOST-015,4624,Microsoft-Windows-Security-Auditing,Information,SYSTEM,167.226.146.153,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg6 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\80b9f5e1.tmp,704efb4a2ad7529245259156a6b89a37d395de6947ea0e516c706f2ecb73c623,An account was successfully logged on.,Discovery,System Network Connections Discovery,T1049,
977,2025-06-25 12:18:06,WIN-HOST-078,5145,Microsoft-Windows-Security-Auditing,Information,alice,77.122.232.41,C:\Program Files\7-Zip\7z.exe,"C:\Program Files\7-Zip\7z.exe -ExecutionPolicy Bypass -NoProfile -WindowStyle Hidden -Command ""Invoke-Expression ...""",C:\Users\alice\AppData\Local\Temp\c42521cf.tmp,a0451022769eb9d88b4d01eed52f88769a4fa8f2e18b4849b9edc2f44f6e9658,Command executed via scripting engine.,Execution,PowerShell,T1059.001,Suspicious scripting activity; check base64 or obfuscation.
978,2025-08-30 08:06:22,WIN-HOST-015,1,Microsoft-Windows-Security-Auditing,Information,SYSTEM,219.232.54.100,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg4 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\8882cb72.tmp,a32bf76895b06d4ed773d95d591b89116072a4cca4b81513f1f9ea1dc349d38d,Scheduled task created or executed.,Persistence,Scheduled Task/Job,T1053,Persistence via scheduled task.
979,2025-07-16 18:42:13,WIN-HOST-031,4688,Microsoft-Windows-Security-Auditing,Information,svc_sql,48.223.197.12,C:\Program Files\Git\bin\bash.exe,"""C:\Program Files\Git\bin\bash.exe"" -arg4 /c ""do_something""",C:\Users\svc_sql\AppData\Local\Temp\da876e09.tmp,f3854993b100fecea4d4a4780993e3adf2807341d2149444b6eefbcf723c8759,Obfuscated script or binary detected.,Defense Evasion,Obfuscated Files or Information,T1027,Base64-heavy command line or packed binary.
980,2025-08-02 20:13:57,WIN-HOST-055,4688,Microsoft-Windows-Security-Auditing,Information,SYSTEM,179.221.120.32,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg4 /c ""do_something""",C:\Users\SYSTEM\AppData\Local\Temp\40db1994.tmp,7dbaaea16a4f0d95321a14a850bea13eb2afc78d93b2f1d147f4a46992fa0e6e,A new process has been created.,Persistence,Boot or Logon Autostart Execution,T1547,
981,2025-09-15 22:58:16,WIN-HOST-058,5156,Microsoft-Windows-Security-Auditing,Information,krbtgt,51.138.234.45,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg4 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\3a1fe2dd.tmp,6988828363994ec6b9794d5cbdead1308d167331f7cf62d90e130a6c91706ac1,Encrypted outbound connection established.,Command and Control,Encrypted Channel,T1573,Potential C2 channel over TLS.
982,2025-09-17 02:21:31,WIN-HOST-014,5156,Microsoft-Windows-Security-Auditing,Information,IIS_APPPOOL\DefaultAppPool,250.191.167.239,C:\Windows\System32\taskhostw.exe,"""C:\Windows\System32\taskhostw.exe"" -arg4 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\ac4b3856.tmp,ed4b13702154e56f8e954b178e3609bf5a72f4bae8dab85e1defeb461639b174,Windows Filtering Platform has permitted a connection.,Discovery,File and Directory Discovery,T1083,
983,2025-07-23 16:19:43,WIN-HOST-077,7,Microsoft-Windows-Sysmon,Information,bob,9.121.245.211,C:\Windows\System32\rundll32.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg4 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\8d59bde4.tmp,77f4bf69e0253c3cb7a91191fea5d679e88e71942e383328eaa9260df54e04e2,Attempt to read LSASS memory process or dump credentials detected.,Credential Access,Credential Dumping,T1003,Possible Mimikatz-like activity: access to lsass.exe memory.
984,2025-07-09 12:14:01,WIN-HOST-079,5156,Microsoft-Windows-Security-Auditing,Information,IIS_APPPOOL\DefaultAppPool,4.222.120.248,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg3 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\5c613dbf.tmp,2e85df60b4f12c6827541c98a45ab13cee3f2e1826dc281891f64a2cdfa6d518,Encrypted outbound connection established.,Command and Control,Encrypted Channel,T1573,Potential C2 channel over TLS.
985,2025-06-23 04:09:09,WIN-HOST-054,1102,Microsoft-Windows-Eventlog,Warning,alice,88.197.136.117,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg4 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\12da116d.tmp,79b7b7fd055d6e5a7be3d3ec3054ef751ef642d0e93ad36896817cc152852534,The audit log was cleared.,Impact,Service Stop,T1489,
986,2025-09-02 04:46:23,WIN-HOST-037,4624,Microsoft-Windows-Security-Auditing,Information,svc_backup,88.6.97.241,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg5 /c ""do_something""",C:\Users\svc_backup\AppData\Local\Temp\b1fab8cf.tmp,867894fa1d117f05ab65cbc92560f38fb1f527aa5d47de1f43f9a36deabed9c2,An account was successfully logged on.,Persistence,Service Registry Permissions Weakness,T1547.001,
987,2025-07-22 19:21:47,WIN-HOST-044,7045,Service Control Manager,Information,krbtgt,182.29.86.245,C:\Windows\System32\mpssvc.dll,"""C:\Windows\System32\mpssvc.dll"" -arg4 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\302f60d7.tmp,1181ada729ef8c14b7438705f106e22a095e562abc358f7a7c75450cb0409654,A service was installed in the system.,Persistence,Boot or Logon Autostart Execution,T1547,
988,2025-07-14 12:15:12,WIN-HOST-047,7,Microsoft-Windows-Sysmon,Warning,alice,159.49.15.255,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg6 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\f6eef208.tmp,4d3a126adf67e86ebf584a6d0b5f4db8e37aad781f10af6d5d79b6dd01c49c87,Obfuscated script or binary detected.,Defense Evasion,Obfuscated Files or Information,T1027,Base64-heavy command line or packed binary.
989,2025-09-09 11:51:55,WIN-HOST-062,3,Microsoft-Windows-Sysmon,Information,Guest,51.17.101.224,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg4 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\27370b0b.tmp,7a35bc60130933d4d2bcdc4bf62620c4e37f08c0e97cb6b083462aa4c8dc2031,Network Connection detected.,Exfiltration,Exfiltration Over C2 Channel,T1041,
990,2025-07-02 19:45:32,WIN-HOST-054,4625,Microsoft-Windows-Security-Auditing,Warning,alice,60.22.137.194,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg1 /c ""do_something""",C:\Users\alice\AppData\Local\Temp\db60e474.tmp,a28508069338d48ad3ba599b22db15fe8753650a165c3702a504432f2e7df072,An account failed to log on.,Collection,Input Capture,T1056,
991,2025-08-14 00:40:24,WIN-HOST-034,4624,Microsoft-Windows-Security-Auditing,Information,john.doe,128.227.254.79,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,"""C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe"" -arg1 /c ""do_something""",C:\Users\john.doe\AppData\Local\Temp\c9ac95ce.tmp,bc01cf2026a50022d1104d8ed914c5d028f1486c059fa7c4b60526784a8f7e36,An account was successfully logged on.,Defense Evasion,Masquerading,T1036,
992,2025-08-07 01:17:19,WIN-HOST-015,5156,Microsoft-Windows-Security-Auditing,Information,krbtgt,57.94.84.240,C:\Program Files\Mozilla Firefox\firefox.exe,"""C:\Program Files\Mozilla Firefox\firefox.exe"" -arg3 /c ""do_something""",C:\Users\krbtgt\AppData\Local\Temp\e6610c91.tmp,d29ffd45d535901f1f576e846f489736077035dffb5457a8d138612d2e3d2451,Windows Filtering Platform has permitted a connection.,Privilege Escalation,Exploitation for Privilege Escalation,T1068,
993,2025-08-14 08:56:08,WIN-HOST-006,11,Microsoft-Windows-Sysmon,Error,bob,229.117.19.165,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg6 /c ""do_something""",C:\Users\bob\AppData\Local\Temp\3d0f40fe.tmp,5930dc13f327518089a01b171b4435ba4a318e29856e1a22f575ab06aa17b90a,File created.,Discovery,File and Directory Discovery,T1083,
994,2025-07-29 19:46:02,WIN-HOST-078,7,Microsoft-Windows-Sysmon,Warning,IIS_APPPOOL\DefaultAppPool,180.214.243.230,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg4 /c ""do_something""",C:\Users\IIS_APPPOOL\DefaultAppPool\AppData\Local\Temp\7c6ce419.tmp,67295842d2359cd3ac3aa97bda16b7af0af1e4a63c758c04a082d7d52c3257d5,Image loaded (DLL).,Credential Access,Input Capture: Keylogging,T1056.001,
995,2025-08-04 11:30:14,WIN-HOST-015,11,Microsoft-Windows-Sysmon,Error,Administrator,26.252.56.140,C:\Windows\System32\cmd.exe,"""C:\Windows\System32\cmd.exe"" -arg1 /c ""do_something""",C:\Users\Administrator\AppData\Local\Temp\25bc619a.tmp,392e11a3b2891f9faa918f1959498f164085728c0c7cec60bd5ff681b39c49be,Mass deletion of files detected.,Impact,Data Destruction,T1485,Data destruction activity suspected.
996,2025-08-28 22:07:21,WIN-HOST-047,4702,Microsoft-Windows-Sysmon,Warning,Guest,181.74.49.186,C:\Program Files\7-Zip\7z.exe,"""C:\Program Files\7-Zip\7z.exe"" -arg5 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\e549d486.tmp,f53c5e79ea91f199b49d167123d1fc87084b7718afdf53dd5d36ebb86742a0ad,Scheduled task created or executed.,Execution,Scheduled Task/Job,T1053.005,Persistence via scheduled task.
997,2025-06-25 08:18:43,WIN-HOST-013,3,Microsoft-Windows-Sysmon,Information,Guest,35.69.14.114,C:\Program Files\OpenSSH\ssh.exe,"""C:\Program Files\OpenSSH\ssh.exe"" -arg2 /c ""do_something""",C:\Users\Guest\AppData\Local\Temp\726c48e2.tmp,509d539659aac670a2ec5245953947cf1319784662f4e1613d3ddeb8d6b43c6e,Network Connection detected.,Discovery,File and Directory Discovery,T1083,
